9918	10609
2700	1875
0	33130
1	12000
1	6679
1	11063
1	21846
1	4568
1	6884
1	6737
1	20483
1	20139
1	34343
1	22827
1	9747
1	23052
1	31918
1	3028
2	1417
3	8636
4	20152
5	10609
23163	30916
23163	32821
23163	20788
23163	27080
30838	15690
6	8529
7	24688
7	31191
8	30598
9	22329
10	16649
10	34676
11	4946
12	21850
13	30598
14	31948
15	23132
16	10609
17	30598
18	21447
18	16400
19	15027
19	11144
19	14581
19	5570
19	12074
19	21734
19	11397
19	2830
20	31702
20	33208
21	8409
21	17741
22	24533
22	26773
23	2109
24	15823
3202	30598
25	31868
25	16796
26	15743
26	27582
26	12531
27	31088
28	8462
28	34655
29	25727
30	29237
29098	8755
32	23691
32	29290
33	8206
33	19452
34	25706
35	10609
36	17810
249	25462
249	15239
249	7076
249	4037
38	19905
38	10609
38	17820
39	10609
40	30819
41	8271
42	30598
43	14481
44	19289
44	4884
45	4021
45	24164
45	27147
45	33968
46	3488
46	46
47	302
47	21802
48	22282
49	2827
50	25518
50	19016
51	24931
52	22282
53	10609
54	7854
55	14831
55	27703
56	5364
57	1383
57	1133
58	14773
58	15953
58	10610
58	11283
59	8888
59	8928
59	3488
59	21748
59	7897
59	59
59	21583
60	1629
61	19572
61	8059
62	10609
63	7190
64	16042
65	34058
66	25706
67	26802
68	15973
69	11670
69	32732
11681	29768
11681	12160
11681	12494
11681	29972
71	22177
72	23314
72	8808
73	4575
73	18994
74	24428
74	34217
29109	18410
76	15345
76	2411
77	27112
78	11502
78	13772
78	23904
78	34204
78	30653
78	11940
78	25502
78	1153
78	1580
78	21945
9920	33575
79	10915
80	9317
81	1869
81	31651
81	29351
81	26551
82	10015
83	6285
83	2586
84	14440
85	16736
85	20184
86	22282
87	33707
87	21500
87	32406
88	29317
88	26031
89	30598
90	15406
90	19262
90	1979
90	23809
90	29777
90	27292
90	32766
90	31248
90	2396
90	19983
90	10755
90	26850
90	20394
90	16557
90	32404
90	9284
90	24129
90	386
90	4318
90	31878
90	5675
90	20773
90	2157
90	16105
91	27064
29114	32716
93	32454
93	5584
94	851
95	9666
95	7660
95	2761
95	26848
95	9793
95	20673
95	3618
95	23528
95	30294
96	6245
96	25214
97	15042
97	20946
98	3392
99	32228
100	23319
100	17633
101	24301
103	8929
104	30026
105	8094
106	8929
106	10609
107	19218
107	955
108	1152
108	108
109	8479
109	17787
109	6220
31996	26570
31996	23341
110	22173
111	1152
111	111
23308	2694
113	10609
114	7865
114	29911
114	905
114	22056
114	17944
114	3835
115	4267
116	17208
116	10757
117	17959
118	31454
119	8363
119	22818
119	16153
120	16470
120	10315
121	7938
123	5329
123	8610
123	2498
123	23337
123	5232
123	2864
123	12555
123	6098
123	7798
124	27794
124	5227
125	6245
125	25214
126	22252
126	1822
126	19357
127	7706
128	30598
129	1067
129	29211
129	28587
129	9330
130	5442
131	3488
131	13810
132	16523
29121	8155
29121	9886
134	13953
135	22344
135	332
135	1354
136	19218
136	955
137	34593
139	8925
139	15890
139	15681
140	34815
141	22282
142	1490
143	15639
143	9799
144	27348
144	12356
145	31516
145	4322
146	27963
146	15356
147	3600
148	31948
149	22329
150	20898
151	20385
151	841
151	32334
152	14919
153	10479
154	30598
155	22282
157	3750
157	7761
23316	10609
24061	10903
159	10609
29987	10609
160	10678
160	22282
160	2812
161	26031
161	610
162	567
163	22963
163	22172
23562	16854
164	4085
165	19161
165	13945
166	3384
166	32567
167	30799
167	22016
167	20318
167	28850
168	17141
169	20965
169	17717
976	32716
171	24439
172	3395
172	11830
173	10609
174	29768
174	12160
174	12494
174	29972
175	31853
176	8282
176	32290
176	17414
176	20562
177	11267
177	8220
178	15217
179	1302
179	5874
179	4533
179	26450
179	8078
179	4520
179	23849
179	13714
179	15148
179	5077
180	3514
180	8559
181	10479
23318	30598
183	28091
184	12513
184	13417
185	12453
186	23319
187	8884
188	25706
189	31049
189	13630
190	22149
191	18430
191	7335
191	30738
191	8988
32890	5699
32890	6245
32890	784
32890	25214
193	10609
194	12000
194	6679
194	11063
194	21846
194	4568
194	6884
194	6737
194	20483
194	20139
194	34343
194	22827
194	9747
194	23052
194	31918
194	3028
195	953
196	9521
197	10609
198	14105
23322	17653
200	10479
1147	32216
1147	17548
1147	30343
1147	16198
1147	18795
1147	9348
202	25727
203	12000
203	6679
203	11063
203	21846
203	4568
203	6884
203	6737
203	20483
203	20139
203	34343
203	22827
203	9747
203	23052
203	31918
203	3028
204	26961
205	2720
205	14051
206	10678
206	20874
206	2812
206	26065
207	34455
208	20381
208	18773
209	209
209	8639
209	21898
210	5385
210	512
1242	11331
1242	32103
1242	2960
1242	7710
1242	6480
212	10479
213	583
213	25902
213	21884
213	3861
213	5127
213	2168
213	449
213	31135
214	32716
215	33912
216	2177
216	32451
23324	22864
23324	30666
23324	17890
23324	34803
23324	31003
23324	34888
218	7597
218	2742
219	24449
220	33535
220	10029
221	8080
222	21892
222	5231
222	1201
223	13113
223	17274
224	25187
224	26164
225	23379
226	977
226	15544
227	10609
228	12537
228	21585
229	15042
229	20946
230	24062
230	702
1359	12000
1359	6679
1359	11063
1359	21846
1359	4568
1359	6884
1359	6737
1359	27839
1359	20483
1359	20139
1359	22282
1359	34343
1359	22827
1359	9747
1359	23052
1359	31918
1359	3028
232	29768
232	12160
232	12494
232	6208
232	29094
232	29972
233	25706
233	9195
23326	19724
235	23926
235	2585
236	16424
237	15869
237	456
238	7698
17531	10609
240	28517
241	24309
242	24443
243	25727
243	17810
244	12374
244	8050
245	1887
245	6221
246	26358
246	15555
246	6066
246	23639
247	19161
247	13945
248	29768
248	12160
248	12494
248	29972
37	11729
250	11845
251	10609
252	28918
253	15225
254	26359
254	17714
17533	5289
17533	15290
256	10609
257	541
257	29102
258	2198
258	28804
259	5604
259	31761
259	34520
260	25042
260	19576
261	12000
261	6679
261	11063
261	21846
261	4568
261	6884
261	6737
261	20483
261	20139
261	34343
261	22827
261	9747
261	23052
261	31918
261	3028
262	29398
263	28334
264	4034
264	29166
264	21268
264	20597
264	24220
264	3689
264	17740
264	7043
264	28500
264	29112
264	2709
264	28983
264	10190
264	919
264	5341
264	15931
264	6638
265	9410
265	8476
28492	26382
267	19848
267	22762
267	5118
268	1700
269	30598
270	20972
270	11182
271	30598
272	1490
273	33535
273	2272
274	34685
275	31652
275	10024
275	858
276	25556
277	10609
278	12385
279	6970
280	19905
280	17820
281	10149
281	14169
282	18174
282	23263
282	24828
283	34396
283	15135
284	16593
284	28894
284	4290
285	22666
286	15673
288	30598
289	917
290	15634
290	4417
291	14920
292	34354
293	10342
294	4080
294	9612
294	20045
295	6224
295	908
296	16835
296	7465
296	296
296	29313
296	25360
296	7105
19259	26188
297	30120
299	19161
299	13945
300	12000
300	6679
300	11063
300	21846
300	4568
300	6884
300	6737
300	20483
300	20139
300	34343
300	22827
300	9747
300	23052
300	31918
300	3028
301	9562
301	17520
302	18762
302	12152
302	22256
302	22891
302	18397
302	20536
302	11135
303	18926
304	15391
305	15530
306	10479
307	10661
308	2222
309	9666
309	7660
309	2761
309	26848
309	9793
309	20673
309	3618
309	23528
309	30294
310	12353
310	3373
311	16602
312	1115
313	24004
314	6245
314	25214
315	315
315	9906
316	29260
316	12133
316	4624
316	17069
316	1467
316	23879
316	30302
316	3427
316	5160
316	18525
316	34285
316	32945
316	32717
316	23183
316	26265
316	33035
316	20178
316	19878
316	15898
316	9588
316	30773
316	698
316	14934
316	31709
316	939
317	34629
317	28745
318	5086
318	30810
318	15113
318	28161
318	10511
318	22033
318	33004
318	7778
319	32518
319	15999
320	23424
320	10609
321	7184
322	14269
322	1861
323	32359
323	5518
324	15730
325	6953
325	19361
326	7292
326	34117
326	7669
328	11729
329	31108
329	24896
330	10609
331	30011
333	15042
333	20946
334	2720
334	14051
335	12139
335	11854
335	1902
335	24808
335	18454
335	9248
335	29472
335	22971
336	32716
337	34935
338	19726
338	10926
11719	27774
11719	26273
340	22343
340	17913
341	22806
341	13534
342	3354
342	29385
343	102
344	16345
344	5270
345	4250
346	17819
346	10385
346	20167
346	24363
346	1872
346	7570
346	28948
346	34725
346	24432
347	10609
348	31596
348	3365
348	24707
349	31454
350	14215
350	21427
350	16653
350	11817
350	612
350	22935
350	27839
350	12232
350	13185
350	18357
350	26301
350	27452
350	7835
350	1398
350	2057
350	33175
350	24101
351	1378
351	25706
351	10609
23345	30058
353	1383
353	28443
353	21343
353	16501
354	33308
354	6896
2230	22720
2230	6257
356	28029
357	7378
357	30034
358	26019
358	30314
359	9512
360	29829
361	32034
361	27642
361	11258
