3269	2652
3269	1248
3269	4323
3269	3667
3269	3145
3623	3178
3623	2299
3623	1877
2056	303
2056	2819
2056	3975
3270	1297
3270	4020
3270	821
3270	1469
3270	2474
3270	877
3270	2340
3270	1888
3270	1117
6	4457
6	3539
6	4785
6	4013
6	3809
3271	376
3271	917
3271	23
8	1900
8	957
8	421
8	1307
2413	300
2413	3645
2413	719
2413	240
2413	2217
2413	2001
10	4033
10	1191
10	2754
11	1900
11	3364
11	2949
12	2618
12	1953
12	2976
3272	4937
3272	4707
3272	4116
549	1050
549	1074
549	418
549	2507
549	3505
549	1903
549	2398
3863	2907
3863	1955
3863	3520
3863	4840
3863	4655
14	4098
14	1936
14	4532
15	511
15	3142
15	2539
4716	948
4716	1638
4716	4721
19	474
19	44
19	613
19	1028
19	2532
19	1264
19	4699
19	1340
19	783
19	1065
19	2394
20	1084
20	1037
20	1697
20	4765
20	779
20	4782
21	546
21	2614
21	2812
21	4040
21	127
21	3200
22	757
22	3301
22	875
22	1960
22	3067
22	4893
22	2787
22	1426
22	1273
22	692
22	4706
22	4419
22	751
22	393
23	1578
23	3058
23	4240
23	681
23	689
23	614
23	2608
23	3239
23	732
23	618
23	4674
23	3917
23	2522
23	1052
23	3342
23	4292
23	4419
23	176
23	299
24	2102
24	2747
24	3388
24	4935
24	3225
24	4986
24	1889
24	4907
24	714
25	194
25	2812
25	1052
26	538
26	4816
26	433
26	3420
27	990
27	4754
27	1191
28	2370
28	4962
28	2768
29	1862
29	3989
29	1066
29	400
30	2018
30	2746
30	892
205	1375
205	3765
205	2444
205	4212
205	2321
205	2679
205	3758
205	4364
205	4537
205	4235
205	2420
205	3676
205	1900
205	4383
205	4195
205	4505
205	4290
32	77
32	2747
32	3900
32	1104
32	304
32	2754
32	1854
32	2362
32	3019
32	2710
32	313
32	1925
32	4708
33	68
33	4107
33	4835
34	2370
34	3057
34	4101
34	4704
3279	853
3279	223
3279	613
3279	4602
3280	3296
3280	786
3280	153
2200	427
2200	301
2200	3658
41	1557
41	2746
41	3779
41	3294
41	1448
41	1426
41	3527
41	3293
41	763
41	490
41	2178
3281	4561
3281	2831
3281	2309
1950	4065
1950	624
1950	70
3282	4816
3282	452
3282	2518
3733	2594
3733	300
3733	2495
4953	3149
4953	724
4953	394
4953	1505
4953	2999
4953	1667
3283	3856
3283	4668
3283	263
3283	1416
3283	4758
3283	1322
3284	4144
3284	1350
3284	161
46	2167
46	3857
46	2749
47	3155
47	3858
47	3847
48	2420
48	4637
48	4116
4365	1092
4365	1934
4365	2668
50	1417
50	3728
50	1648
51	1410
51	3751
51	3135
52	4403
52	157
52	4829
52	182
53	4708
53	1422
53	2812
54	1293
54	4023
54	2321
54	580
54	3887
55	953
55	2358
55	3508
55	3025
55	1063
55	4648
56	999
56	4591
56	2665
57	2545
57	3821
57	1111
57	1052
58	1410
58	1696
58	4127
59	1761
59	2754
59	2212
60	4816
60	2911
60	2478
61	1693
61	2018
61	3452
61	4053
61	2041
62	3211
62	4667
62	3452
62	4920
9	7
9	1191
9	2555
9	1280
64	610
64	2076
64	523
64	1196
64	639
64	3859
64	4389
64	1410
64	644
64	4466
64	788
65	3224
65	2750
65	1828
65	4193
65	1770
65	2755
65	2238
65	4757
65	1052
65	1458
65	4324
65	4786
65	3395
65	1737
66	3905
66	945
66	3443
66	1775
66	3887
66	3602
66	128
66	511
66	4176
67	3594
67	4881
67	2497
67	1844
67	3580
67	4770
67	4535
67	3986
67	4418
67	3420
67	3758
67	2054
67	195
67	4946
67	4816
67	4113
67	3189
67	3438
68	1236
68	1440
68	216
68	1019
68	2748
68	894
68	3629
68	3220
68	4854
68	4534
68	4939
68	458
68	4925
68	1410
68	4620
68	806
68	2584
68	719
68	388
68	4322
69	4848
69	559
69	3564
69	4744
69	3239
69	3012
69	3887
69	4034
69	4036
69	394
69	4592
69	1457
69	4909
70	1644
70	2733
70	749
70	471
70	4481
70	4325
70	3330
70	2754
70	4851
70	1988
70	4681
70	3348
70	2350
70	4471
70	3187
70	4442
70	2422
70	2833
70	3166
70	4879
70	4582
70	2692
70	1870
70	4897
70	588
70	3686
71	1746
71	1085
71	1916
71	1785
71	3194
71	3981
71	4748
71	3035
71	4144
71	1203
71	264
71	708
71	1052
71	2301
71	4932
71	4064
71	1004
71	299
72	1694
72	2042
72	2334
72	3391
72	3780
72	4192
72	2383
72	4452
72	426
72	3020
72	4543
72	2023
72	1761
73	2246
73	0
73	1075
73	2981
73	4866
73	1410
73	2447
73	884
73	1387
73	4462
73	3342
73	4487
73	3799
73	1323
74	2210
74	289
74	3015
75	4499
75	441
75	2749
76	3742
76	1440
76	4448
77	2120
77	2748
78	1178
78	301
78	977
79	974
79	1699
79	1052
80	1893
80	1242
80	2422
81	1084
81	1900
81	860
81	2902
1854	1694
1854	2496
1854	2158
1854	4316
1854	2364
83	3354
83	218
83	1675
13	2940
13	3766
13	2581
13	2674
13	91
85	391
85	2824
85	3070
86	1410
86	2061
86	192
87	4184
87	2984
87	2743
87	2048
87	1486
87	4274
87	2604
87	2421
87	1900
87	3041
87	336
87	1277
87	4354
87	2680
87	704
87	1476
87	1141
87	4626
87	2700
87	3756
87	3229
87	3362
88	1771
88	2139
88	2120
89	4020
89	1648
89	1699
89	1602
89	2385
89	1410
89	1158
89	2855
89	652
89	4584
89	2890
89	1640
89	4158
90	3630
90	2746
90	256
90	2038
90	935
90	523
90	1360
90	2075
90	495
90	3089
90	179
90	1646
90	3530
90	2347
90	2812
90	2637
90	1183
90	2492
91	227
91	4764
91	2745
91	1343
91	1894
91	482
91	4873
91	332
91	3342
91	2223
91	4973
91	4383
91	3305
91	1781
91	1062
91	2537
91	4309
91	1923
91	442
91	3343
91	582
92	2747
92	3443
92	4135
92	4988
92	1158
92	1999
92	1066
92	249
92	4883
93	1178
93	1391
93	3857
93	3882
93	383
94	1675
94	853
94	2700
94	4850
94	428
94	3000
94	190
94	1066
95	3632
95	510
95	2338
95	2754
95	1263
95	1900
95	4215
95	2156
96	4601
96	194
96	1162
97	3794
97	4214
97	3868
98	4368
98	2236
98	2281
2203	409
2203	598
2203	461
3285	4675
3285	2825
3285	1941
3285	391
3285	4592
3285	382
3391	4752
3391	752
1855	4936
1855	1319
1855	2238
1855	4743
4139	2750
4139	2614
4139	4193
4139	2628
4139	125
4139	1113
4139	4776
4139	637
104	4856
104	3436
104	1954
104	1838
104	1061
105	748
105	1850
105	2622
105	3202
105	562
1813	605
1813	1740
1813	2563
1603	2954
1603	888
1603	4988
1603	1406
1603	4175
106	4516
106	1638
106	2911
106	257
107	1318
107	1696
107	4901
107	4805
108	2775
108	192
108	335
109	4697
109	406
109	956
109	1488
110	4343
110	1735
110	2935
110	3779
110	187
110	4760
111	918
111	784
111	848
112	4837
112	3537
112	450
112	900
112	3347
112	3468
112	3246
112	381
113	2909
113	2509
113	3249
113	2522
113	1163
114	925
114	200
114	3023
115	363
115	1158
115	2748
115	3761
116	3846
116	3599
116	409
117	2595
117	2109
